"id","user_posted","name","description","date_posted","photos","url","quoted_post","tagged_users","replies","reposts","likes","views","external_url","hashtags","followers","biography","posts_count","profile_image_link","following","is_verified","quotes","bookmarks","parent_post_details","external_image_urls","videos","external_video_urls","verification_type","user_id","context_added","timestamp","input","discovery_input","error","error_code","warning","warning_code"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2025-07-24T03:28:56.322Z","{""url"":""https://x.com/IsraelisPooPoo"",""start_date"":"""",""end_date"":""""}",,,,"No public posts were found in the profile.","dead_page"
"1939910880533311970","lTKlLLER","🇮🇱🫷🎼⚛️ Rika ♪","His aegyo😭😭🥹❤️ #mchtwt #dextertwt","2025-07-01T04:56:10.000Z","[""https://pbs.twimg.com/media/GuvyqYYWwAAqc5Y.jpg""]","https://x.com/lTKlLLER/status/1939910880533311970","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,3,3,19,482,,"[""mchtwt"",""dextertwt""]",623,"#keepcalmandfollowthecode DEXTER SPOILERS!!! —— Read strawpage byf!",2275,"https://pbs.twimg.com/profile_images/1948204197838561280/IZ2sIxCf_normal.jpg",621,false,0,0,"{""post_id"":null,""profile_id"":""1778324641955590144"",""profile_name"":""🇮🇱🫷🎼⚛️ Rika ♪""}",,,,,"1778324641955590144",,"2025-07-24T03:30:32.104Z","{""url"":""https://twitter.com/1778324641955590144/status/1939910880533311970""}","{""url"":""https://x.com/lTKlLLER/status/1946238783394840891"",""start_date"":"""",""end_date"":""""}",,,,
"1940194961020064173","lTKlLLER","🇮🇱🫷🎼⚛️ Rika ♪","there’s a new twitter scam going around.. be careful everyone it’s crazy out here","2025-07-01T23:45:00.000Z","[""https://pbs.twimg.com/media/Guz1B-iXwAAbfqc.jpg""]","https://x.com/lTKlLLER/status/1940194961020064173","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,1,2,12,484,,,623,"#keepcalmandfollowthecode DEXTER SPOILERS!!! —— Read strawpage byf!",2275,"https://pbs.twimg.com/profile_images/1948204197838561280/IZ2sIxCf_normal.jpg",621,false,0,0,"{""post_id"":null,""profile_id"":""1778324641955590144"",""profile_name"":""🇮🇱🫷🎼⚛️ Rika ♪""}",,,,,"1778324641955590144",,"2025-07-24T03:30:32.114Z","{""url"":""https://twitter.com/1778324641955590144/status/1940194961020064173""}","{""url"":""https://x.com/lTKlLLER/status/1946238783394840891"",""start_date"":"""",""end_date"":""""}",,,,
"1928500741926175203","EyeonPalestine","Eye on Palestine","Leaning on her cane, her bent back tells the weight of displacement... an elderly woman walks away from the north, step by weary step, in search of shelter worthy of what remains of her years.","2025-05-30T17:16:21.000Z",,"https://x.com/EyeonPalestine/status/1928500741926175203","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,430,11210,20359,378841,,,327838,"🇵🇸ِ Raise Awareness, Share the Truth. Instagram 13M+ Followers : eye.on.palestine 🇵🇸 Support Us 👇🏼",32258,"https://pbs.twimg.com/profile_images/1275898193411268612/34yp5OoH_normal.jpg",111,false,274,685,"{""post_id"":null,""profile_id"":""1229449496389705729"",""profile_name"":""Eye on Palestine""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1928500653019586560/vid/avc1/720x1280/ZBceFJfnIoaKioUg.mp4?tag=21"",""duration"":40066}]",,"blue","1229449496389705729",,"2025-07-24T03:30:32.161Z","{""url"":""https://twitter.com/1229449496389705729/status/1928500741926175203""}","{""url"":""https://x.com/EyeonPalestine"",""start_date"":"""",""end_date"":""""}",,,,
"1766152270796730868","OnlinePalEng","PALESTINE ONLINE 🇵🇸","A picture showing aid drops and Israeli airstrikes targeting civilian areas in northern Gaza at the same time.","2024-03-08T17:21:29.000Z","[""https://pbs.twimg.com/media/GIKiH64XYAMdOL0.jpg""]","https://x.com/OnlinePalEng/status/1766152270796730868","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,190,4569,6906,4019513,,,428631,"We convey the voice of the oppressed Palestinian people to the world 🇵🇸",48915,"https://pbs.twimg.com/profile_images/1711798879178379264/J-f5ZFCB_normal.jpg",236,false,552,801,"{""post_id"":null,""profile_id"":""1318537581185896448"",""profile_name"":""PALESTINE ONLINE 🇵🇸""}",,,,"blue","1318537581185896448",,"2025-07-24T03:30:32.176Z","{""url"":""https://twitter.com/1318537581185896448/status/1766152270796730868""}","{""url"":""https://x.com/OnlinePalEng"",""start_date"":""2023-01-15T16:31:04.000Z"",""end_date"":""2024-03-15T22:00:06.000Z""}",,,,
"1719709144217739740","OnlinePalEng","PALESTINE ONLINE 🇵🇸","A Palestinian father reunites with his children after surviving Israeli missiles targeted their home in the southern city of Khan Younis in Gaza.","2023-11-01T13:33:05.000Z",,"https://x.com/OnlinePalEng/status/1719709144217739740","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,339,23639,43838,6939317,,,428631,"We convey the voice of the oppressed Palestinian people to the world 🇵🇸",48915,"https://pbs.twimg.com/profile_images/1711798879178379264/J-f5ZFCB_normal.jpg",236,false,919,743,"{""post_id"":null,""profile_id"":""1318537581185896448"",""profile_name"":""PALESTINE ONLINE 🇵🇸""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1719709054170173440/vid/avc1/480x864/PEtn6qXuIIrUMDz8.mp4?tag=14"",""duration"":14251}]",,"blue","1318537581185896448",,"2025-07-24T03:30:32.188Z","{""url"":""https://twitter.com/1318537581185896448/status/1719709144217739740""}","{""url"":""https://x.com/OnlinePalEng"",""start_date"":""2023-01-15T16:31:04.000Z"",""end_date"":""2024-03-15T22:00:06.000Z""}",,,,
"1927103290635862330","EyeonPalestine","Eye on Palestine","Update:The girl who appeared in the video crying because she hadn't eaten for four days has been identified.","2025-05-26T20:43:22.000Z",,"https://x.com/EyeonPalestine/status/1927103290635862330","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,247,8735,22295,221693,,,327838,"🇵🇸ِ Raise Awareness, Share the Truth. Instagram 13M+ Followers : eye.on.palestine 🇵🇸 Support Us 👇🏼",32258,"https://pbs.twimg.com/profile_images/1275898193411268612/34yp5OoH_normal.jpg",111,false,110,593,"{""post_id"":null,""profile_id"":""1229449496389705729"",""profile_name"":""Eye on Palestine""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1927103233345884160/vid/avc1/720x1280/Ia7cCqQqWoQhF3wW.mp4?tag=21"",""duration"":11500}]",,"blue","1229449496389705729",,"2025-07-24T03:30:32.190Z","{""url"":""https://twitter.com/1229449496389705729/status/1927103290635862330""}","{""url"":""https://x.com/EyeonPalestine"",""start_date"":"""",""end_date"":""""}",,,,
"1931752452153385191","EyeonPalestine","Eye on Palestine","“We carry no weapons - only solidarity, food, and medicine. We will not turn back. We stand with Gaza.”","2025-06-08T16:37:29.000Z",,"https://x.com/EyeonPalestine/status/1931752452153385191","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,410,9331,27050,310425,,,327838,"🇵🇸ِ Raise Awareness, Share the Truth. Instagram 13M+ Followers : eye.on.palestine 🇵🇸 Support Us 👇🏼",32258,"https://pbs.twimg.com/profile_images/1275898193411268612/34yp5OoH_normal.jpg",111,false,162,370,"{""post_id"":null,""profile_id"":""1229449496389705729"",""profile_name"":""Eye on Palestine""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1931752291419226112/vid/avc1/720x1280/H0fm_RGxCV2JB2W9.mp4?tag=21"",""duration"":81833}]",,"blue","1229449496389705729",,"2025-07-24T03:30:32.202Z","{""url"":""https://twitter.com/1229449496389705729/status/1931752452153385191""}","{""url"":""https://x.com/EyeonPalestine"",""start_date"":"""",""end_date"":""""}",,,,
"1763876114412318752","OnlinePalEng","PALESTINE ONLINE 🇵🇸","A young Libyan Mohamed Alnaas produced a boycott video delivering a clear message, urging people to boycott products that support Israeli apartheid.","2024-03-02T10:36:51.000Z",,"https://x.com/OnlinePalEng/status/1763876114412318752","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,1947,108557,174171,17430961,,,428631,"We convey the voice of the oppressed Palestinian people to the world 🇵🇸",48915,"https://pbs.twimg.com/profile_images/1711798879178379264/J-f5ZFCB_normal.jpg",236,false,2803,17560,"{""post_id"":null,""profile_id"":""1318537581185896448"",""profile_name"":""PALESTINE ONLINE 🇵🇸""}",,"[{""video_url"":""https://video.twimg.com/amplify_video/1763875861680246784/vid/avc1/1280x720/mUOc075cypao9dli.mp4?tag=14"",""duration"":89880}]",,"blue","1318537581185896448",,"2025-07-24T03:30:32.231Z","{""url"":""https://twitter.com/1318537581185896448/status/1763876114412318752""}","{""url"":""https://x.com/OnlinePalEng"",""start_date"":""2023-01-15T16:31:04.000Z"",""end_date"":""2024-03-15T22:00:06.000Z""}",,,,
"1711208028505043131","OnlinePalEng","PALESTINE ONLINE 🇵🇸","This is a war crime: Israeli forces are using internationally prohibited white phosphorus on heavily populated districts in the north of Gaza.","2023-10-09T02:32:41.000Z","[""https://pbs.twimg.com/media/F79uoScXkAAyUhr.jpg"",""https://pbs.twimg.com/media/F79uoSYWQAAex0m.jpg"",""https://pbs.twimg.com/media/F79uoSeWAAIbEda.jpg"",""https://pbs.twimg.com/media/F79uoSYXAAAUbJ0.jpg""]","https://x.com/OnlinePalEng/status/1711208028505043131","{""post_id"":null,""profile_id"":null,""profile_name"":null,""data_posted"":null,""url"":null,""description"":null,""photos"":null,""videos"":null}",,1235,17341,29911,2754772,,,428631,"We convey the voice of the oppressed Palestinian people to the world 🇵🇸",48915,"https://pbs.twimg.com/profile_images/1711798879178379264/J-f5ZFCB_normal.jpg",236,false,993,597,"{""post_id"":null,""profile_id"":""1318537581185896448"",""profile_name"":""PALESTINE ONLINE 🇵🇸""}",,,,"blue","1318537581185896448","This is fake news. The first two photos are from Syria and have nothing to do with the conflict. One is from 7 years ago, the other from 2 years ago.
The first pic is from YouTube. It was uploaded 7 years ago 
youtube.com/watch?v=2C9f8F…

The second photo was taken in Syria in 2018.
hrw.org/news/2021/12/0…","2025-07-24T03:30:32.234Z","{""url"":""https://twitter.com/1318537581185896448/status/1711208028505043131""}","{""url"":""https://x.com/OnlinePalEng"",""start_date"":""2023-01-15T16:31:04.000Z"",""end_date"":""2024-03-15T22:00:06.000Z""}",,,,
